State,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,drinkability
M P,7.25,312,0,55,27,12,37,0,90,18,11,20,3.1,0.2,187.2,21,1
M P,7.28,489,0,220,12,10,22,0,195,42,22,15,2.5,0.4,293.4,23,1
M P,7.79,645,0,208,80,8,24,0,175,44,16,53,12.1,0.25,387,26,1
M P,7.37,408,0,61,42,18,52,0,160,38,16,9,3.6,0.5,244.8,31,1
M P,7.27,345,0,80,15,44,29,0.3,145,36,13,5,2.3,0.05,207,29,0
M P,7.33,1089,0,514,27,14,27,0,375,86,39,57,5.9,0.4,653.4,34,1
M P,7.34,685,0,171,57,28,76,0,110,24,12,75,31.7,0.1,411,19,1
M P,7.42,1156,0,269,175,10,82,0,505,150,32,22,5.7,0.15,693.6,32,1
M P,7.32,612,0,135,67,14,77,0,210,62,13,25,23.8,0.05,367.2,26,1
M P,7.72,478,0,171,17,26,27,0.1,190,62,9,16,4,0.25,286.8,39,1
M P,7.71,888,0,343,77,12,24,0,250,58,26,74,5.6,0.3,532.8,28,1
M P,6.67,802,0,337,47,14,33,0,275,70,24,41,4.7,0.2,481.2,29,1
M P,7.55,589,0,233,17,16,37,0,235,82,7,14,2.9,0.15,353.4,34,1
M P,7.16,989,0,398,52,25,52,0,350,84,34,42,9.4,0.3,593.4,41,1
M P,7.32,289,0,61,22,5,41,0,120,36,7,4,2.8,0.05,173.4,17,1
M P,7.62,698,0,251,30,32,39,0,250,82,11,34,4.7,0.4,418.8,19,1
M P,7.32,712,0,116,100,24,84,0.1,285,86,17,20,11.1,0.1,427.2,26,1
M P,7.23,1812,0,490,280,8,70,0,645,204,33,88,37.2,0.2,1087.2,25,1
M P,7.41,823,0,337,50,12,51,0,275,86,15,52,1.1,0.75,493.8,28,1
M P,7.12,746,0,312,32,15,41,0,280,98,9,32,2.3,0.15,447.6,31,1
M P,7.68,1164,0,437,89,55,33,0.08,300,16,63,119,10.2,0.42,698.4,47,1
M P,7.28,2412,0,344,520,61,67,0.15,890,232,75,133,10.1,0.61,1447.2,63,0
M P,7.4,1250,0,381,144,25,65,0.08,460,104,49,65,10.3,0.18,750,43,1
M P,7.4,1100,0,455,67,11,69,0.07,450,110,43,35,11.1,0.18,660,48,1
M P,7.67,1005,0,246,126,44,66,0.12,230,50,26,114,10.7,0.73,603,35,1
M P,7.47,794,0,369,17,15,47,0.07,280,60,32,44,10.9,0.46,476.4,40,1
M P,7.7,728,0,295,45,10,37,0.09,275,42,41,32,10.6,0.55,436.8,37,1
M P,7.88,1828,0,467,230,89,77,0.11,475,50,85,191,10.2,0.8,1096.8,48,0
M P,7.35,1544,0,437,173,78,62,0.09,640,158,60,49,11.1,0.24,926.4,52,1
M P,7.48,1195,0,430,94,66,2,0.08,470,116,44,47,11.8,0.27,717,44,1
M P,7.37,796,0,172,87,74,52,0.06,270,64,27,48,10.2,0.13,477.6,33,1
M P,7.5,1358,0,301,220,13,90,0.08,515,146,36,64,10.6,0.47,814.8,54,1
M P,7.26,1248,0,345,140,100,30,0,426,89,49,86,2.5,0.84,748.8,22,1
M P,7.4,1368,0,393,55,200,56,0,332,85,29,155,4.1,0.68,820.8,24,1
M P,7.25,2000,0,272,375,155,19,0,421,101,41,240,8.2,0.42,1200,15,1
M P,7.35,825,0,369,25,45,20,0,203,51,18,93,2,0.6,495,15,1
M P,7.3,1100,0,430,45,40,62,0,292,57,36,108,3.2,0.54,660,20,1
M P,7.48,1265,0,563,90,10,18,0,64,10,10,258,1,0.92,759,26,1
M P,7.24,1220,0,363,75,165,32,0,277,65,28,150,2.1,0.5,732,20,1
M P,7.21,600,0,206,40,35,30,0,203,61,12,39,5,0.16,360,21,1
M P,7.35,790,0,290,60,10,60,0,317,89,23,32,0.9,0.22,474,19,1
M P,7.4,800,0,303,40,60,30,0,262,75,18,60,2.1,0.1,480,24,1
M P,7.22,720,0,303,37,10,50,0,272,85,14,38,1.5,0.22,432,22,1
M P,7.45,910,0,375,50,18,54,0,391,101,34,25,1.2,0.19,546,28,1
M P,7.39,1015,0,490,47,14,12,0,401,75,52,42,6.4,0.3,609,25,1
M P,7.32,675,0,309,22,29,12,0,267,61,28,28,1.2,0.22,405,29,1
M P,7.25,700,0,278,42,8,50,0,282,85,17,27,1.1,0.35,420,22,1
M P,7.38,725,0,327,32,15,30,0,302,79,25,25,1.5,0.4,435,28,1
M P,7.36,1105,0,393,85,32,73,0,401,79,49,65,1.9,0.22,663,21,1
M P,7.18,1150,0,303,105,65,105,0,416,91,46,58,8,0.24,690,35,1
M P,7.53,1500,0,436,210,60,22,0,347,65,45,180,4,0.52,900,21,1
M P,7.19,1103,0,298,111,40,116,0,375,84,40,77,1.8,0.39,661.8,36,1
M P,7.33,2891,0,785,282,126,263,0,960,164,134,214,1.5,0.64,1734.6,24,1
M P,7.41,626,0,213,50,16,49,0,215,54,19,41,1.6,0.77,375.6,26,1
M P,7.33,1959,0,602,203,60,104,0.1,565,108,72,176,2.6,0.33,1175.4,30,0
M P,7.44,717,0,249,69,26,20,0,215,54,19,61,1.5,0.65,430.2,33,1
M P,7.68,504,0,152,52,30,14,0,160,44,12,39,1.7,0.96,302.4,45,1
M P,7.51,558,0,183,50,24,25,0,170,50,11,44,2.1,0.47,334.8,48,1
M P,7.97,665,0,249,47,20,27,0.11,245,56,26,33,1.2,0.6,399,24,1
M P,7.96,1228,0,438,111,64,11,0,315,72,33,132,3.4,1.09,736.8,18,1
M P,7.63,1117,0,353,94,38,102,0,365,70,46,83,4.1,0.22,670.2,25,1
M P,8.08,833,0,268,102,24,16,0,235,72,13,77,2.9,0.77,499.8,18,1
M P,7.61,1146,0,341,129,45,51,0,305,64,35,117,1.8,1.14,687.6,14,1
M P,7.66,718,0,231,57,16,69,0,260,56,29,40,1.6,0.92,430.8,19,1
M P,7.82,1094,0,353,104,36,58,0,370,94,33,71,2.1,0.49,656.4,42,1
M P,7.51,650,0,242,53,12,30,0,178,44,17,63,1.4,0.24,390,38,1
M P,7.42,826,0,236,88,34,56,0,272,55,33,59,2.5,0.12,495.6,22,1
M P,7.21,1010,0,309,98,28,89,0,396,85,45,45,1.3,0.71,606,10,1
M P,7.59,1082,0,273,100,31,19,0.14,277,55,34,65,1.4,1.07,649.2,41,1
M P,7.12,1978,0,442,253,80,194,0,535,147,41,199,2.5,0.41,1186.8,18,1
M P,7.56,1404,0,333,198,56,79,0,332,57,46,164,2.6,0.53,842.4,36,1
M P,7.47,932,0,267,95,36,67,0,282,50,39,78,2,1.11,559.2,23,1
M P,7.35,1535,0,358,248,62,49,0,470,55,81,129,3.7,0.48,921,18,1
M P,7.35,2390,0,679,253,141,99,0,574,77,93,199,130.4,1.04,1434,22,0
M P,7.4,815,0,212,73,48,88,0.16,272,63,28,57,1.7,0.5,489,40,1
M P,7.36,691,0,236,48,22,57,0,243,48,30,41,1.3,0.59,414.6,33,1
M P,7.74,894,0,315,73,48,18,0,287,57,35,65,2,0.45,536.4,38,1
M P,7.83,1772,0,497,183,86,117,0,525,85,76,156,1.5,0.56,1063.2,33,1
M P,7.71,929,0,273,93,32,73,0,347,63,46,47,2,0.3,557.4,47,1
M P,7.62,319,0,73,53,9,8,0,64,14,7,40,1.7,0.68,191.4,21,1
M P,7.4,942,0,321,83,30,48,0,337,63,43,55,2.5,0.48,565.2,33,1
M P,7.52,650,0,346,7,6,15,0,275,90,12,22,0.5,0.29,390,35,1
M P,7.92,500,0,122,32,75,43,0,200,40,24,30,1.2,0.12,300,45,1
M P,7.4,643,0,292,12,25,25,0,285,76,23,15,0.7,0.8,385.8,42,1
M P,7.5,570,0,286,7,10,9,0,240,62,21,19,1.2,0.42,342,32,1
M P,7.15,620,0,322,7,12,12,0.013,230,82,6,32,1,0.12,372,29,1
M P,7.85,450,0,188,10,10,35,0.01,180,46,16,20,0.4,0.56,270,24,1
M P,7.75,510,0,152,15,80,30,0,165,42,15,40,1.9,0.35,306,40,1
M P,7.5,690,0,207,35,36,35,0,295,96,13,5,1.6,1.39,414,28,1
M P,7.85,530,0,194,27,30,22,0,210,60,15,23,2,0.53,318,31,1
M P,7.65,865,0,383,17,39,43,0,325,86,27,46,1.4,0.32,519,22,1
M P,7.55,630,0,292,20,10,15,0,265,68,23,20,5.2,0.4,378,35,1
M P,7.77,525,0,231,15,19,8,0.02,225,50,24,15,1.2,0.32,315,39,1
M P,7.54,868,0,346,42,33,19,0,395,70,53,16,0.6,0.4,520.8,33,1
M P,7.54,725,0,346,20,9,15,0,265,80,16,43,1.9,0.39,435,42,1
M P,7.42,710,0,231,42,60,45,0,280,70,26,33,0.8,0.5,426,32,1
M P,7.5,770,0,328,15,10,8,0,300,70,30,15,0.3,0.45,462,29,1
M P,7.52,720,0,316,20,32,6,0,275,76,21,35,1,0.32,432,24,1
M P,7.39,625,0,261,20,32,35,0.016,265,80,16,19,1.1,0.32,375,22,1
M P,7.4,960,0,407,25,42,30,0,365,100,28,50,0.9,0.99,576,46,1
M P,7.55,700,0,334,22,10,29,0,255,96,4,42,2,0.29,420,29,1
M P,7.41,725,0,316,22,26,20,0,225,66,15,62,0.6,0.52,435,40,1
M P,7.55,615,0,298,7,16,12,0.024,235,62,19,30,1.2,0.42,369,42,1
M P,7.42,675,0,316,15,16,20,0,240,60,22,43,1.9,0.54,405,25,1
M P,7.65,680,0,292,25,25,17,0,270,80,17,30,1.1,0.56,408,33,1
M P,7.42,785,0,371,22,16,10,0.019,325,76,33,30,0.9,0.34,471,34,1
M P,7.45,1190,0,425,111,35,49,0,320,78,30,125,1,0.4,714,36,1
M P,7.59,695,0,322,17,12,20,0,290,90,16,24,0.8,0.53,417,37,1
M P,7.36,642,0,243,12,46,40,0,220,66,13,45,0.4,1.49,385.2,32,1
M P,7.46,625,0,261,27,8,29,0.021,245,80,11,30,1.5,0.6,375,35,1
M P,7.28,787,0,225,62,37,43,0,310,82,26,28,4.5,0.5,472.2,27,1
M P,7.54,912,0,462,22,12,20,0.1,320,94,21,53,3.4,1.45,547.2,42,1
M P,7.73,1286,0,523,57,55,15,0,345,102,22,120,5.6,1.95,771.6,23,1
M P,7.28,389,0,36,10,22,123,0,135,36,11,18,3.4,0.35,233.4,29,1
M P,7.4,656,0,279,25,18,35,0.3,270,72,22,19,3.7,0.4,393.6,34,0
M P,7.23,487,0,140,27,23,50,0,175,50,12,19,4.5,0.15,292.2,17,1
M P,7.35,842,0,310,72,15,32,0,255,76,16,64,4.6,0.45,505.2,26,1
M P,7.31,695,0,249,27,18,49,0,270,58,30,22,4.1,0.4,417,29,1
M P,7.45,612,0,279,22,12,32,0,200,64,10,36,4.8,0.75,367.2,35,1
M P,6.98,286,0,79,5,14,42,0.1,25,6,2,46,4.3,0.15,171.6,26,1
M P,7.27,912,0,340,60,16,50,0.2,335,98,22,43,2.4,0.45,547.2,23,1
M P,7.1,1412,0,322,177,35,99,0,555,156,40,59,5.3,0.35,847.2,19,1
M P,7.23,787,0,115,107,42,67,0,215,58,17,69,5.1,0.2,472.2,42,1
M P,7.63,565,0,182,22,25,48,0,180,58,9,33,4.1,0.3,339,32,1
M P,7.34,745,0,310,40,15,29,0,285,56,35,32,4.5,0.3,447,26,1
M P,6.96,1012,0,371,97,18,17,0.2,385,112,26,40,9,0.25,607.2,24,0
M P,7.46,668,0,310,12,10,65,0,260,76,17,25,4.3,0.55,400.8,32,1
M P,7.32,523,0,158,27,12,75,0,185,58,10,27,5.2,0.65,313.8,36,1
M P,6.82,482,0,237,12,14,15,0,170,42,16,25,1.3,0.3,289.2,29,1
M P,7.43,702,0,310,37,8,15,0,230,56,22,44,6.4,0.25,421.2,27,1
M P,7.58,706,0,287,50,41,29,0,265,72,21,42,13.6,0.97,423.6,28,1
M P,7.54,866,0,500,28,6,46,0,385,94,36,52,1.1,1.42,519.6,39,1
M P,7.33,1182,0,342,138,49,96,0,490,160,22,51,0,0.36,709.2,65,1
M P,7.56,568,0,305,21,26,8,0,270,90,11,18,1.7,0.35,340.8,26,1
M P,7.23,515,0,238,35,17,27,0,230,62,18,17,1.6,0.59,309,29,1
M P,7.45,965,0,421,43,24,35,0,315,70,34,71,0.9,0.51,579,28,1
M P,7.6,827,0,464,25,11,47,0,290,78,23,89,0,1.16,496.2,30,1
M P,6.88,1045,0,128,138,63,181,0,350,68,44,75,2.3,0.47,627,28,1
M P,7.38,660,0,256,18,18,93,0,270,80,17,23,2.1,0.44,396,29,1
M P,7.64,992,0,281,103,72,80,0,410,122,25,48,0.5,0.94,595.2,45,1
M P,7.26,1098,0,336,117,62,103,0,435,112,38,66,2,0.94,658.8,33,1
M P,7.19,1345,0,433,149,56,117,0,615,190,34,41,0,0.4,807,35,1
M P,7.37,1180,0,451,99,69,101,0,555,120,62,43,2.1,0.86,708,59,1
M P,7.68,786,0,439,32,10,40,0,265,66,24,71,0.5,1.58,471.6,37,1
M P,7.25,1425,0,381,227,26,29,0.1,270,48,36,199,1.9,0.78,855,32,1
M P,7.28,1164,0,357,117,45,60,0.15,375,82,41,92,1.6,0.63,698.4,26,1
M P,7.63,1285,0,393,127,50,72,0.19,400,78,50,106,1.4,0.52,771,29,1
M P,7.69,882,0,254,75,39,85,0.11,295,74,27,64,1.2,0.49,529.2,31,1
M P,7.64,823,0,309,80,14,18,0.09,280,64,29,58,0.9,0.36,493.8,36,1
M P,7.91,1107,0,381,102,27,56,0.08,340,54,50,97,1.5,0.29,664.2,19,1
M P,7.62,1819,0,454,287,22,85,0.17,620,162,52,127,2.1,0.54,1091.4,29,0
M P,7.2,2194,0,418,435,16,103,0.22,465,92,57,282,3.6,1.14,1316.4,43,0
M P,7.45,1754,0,460,280,32,39,0.19,435,118,34,195,5.5,0.39,1052.4,31,0
M P,7.74,1195,0,381,120,28,63,0.11,360,60,51,101,1.4,0.28,717,29,1
M P,7.69,1320,0,357,197,32,38,0.09,385,84,43,123,1.2,0.62,792,25,1
M P,7.54,1385,0,369,187,52,40,0.11,310,66,35,168,4.5,0.67,831,37,1
M P,7.64,1064,0,254,177,27,25,0.07,225,62,17,137,1.9,0.44,638.4,30,1
M P,7.57,994,0,309,97,42,32,0.09,295,60,35,84,1.3,0.37,596.4,22,1
M P,7.65,1079,0,381,117,22,19,0.11,315,60,40,97,1.8,0.81,647.4,26,1
M P,7.42,2267,0,424,465,55,38,0.12,480,90,62,292,2.3,1.21,1360.2,47,1
M P,7.64,532,0,128,67,19,41,0.14,145,28,18,53,1.1,1.01,319.2,29,1
M P,7.75,703,0,194,97,16,33,0.16,205,50,19,63,1.5,0.35,421.8,24,1
M P,7.31,742,0,310,50,21,11,0.09,265,54,32,44,1.2,0.62,445.2,22,1
M P,7.81,1668,0,571,202,33,17,0.08,355,104,23,212,3.3,0.59,1000.8,39,1
M P,7.22,704,0,194,87,28,33,0.11,175,36,21,78,1,0.33,422.4,45,1
M P,7.7,1248,0,383,147,40,42,0.14,345,78,36,119,1.7,0.97,748.8,38,1
M P,7.77,1199,0,249,220,32,19,0.12,215,62,15,164,2.8,0.55,719.4,30,1
M P,7.8,921,0,231,157,18,14,0.17,140,26,18,143,2.1,1.02,552.6,33,1
M P,7.47,1036,0,194,197,30,32,0.13,175,54,10,152,1.3,0.62,621.6,42,1
M P,7.82,1466,0,316,232,43,87,0.14,290,50,40,195,1.9,2.39,879.6,23,0
M P,7.61,1925,0,492,297,72,41,0.09,490,124,44,209,1.7,0.78,1155,45,1
M P,7.77,1067,0,292,137,21,69,0.21,245,58,24,125,2.3,0.63,640.2,34,1
M P,7.45,345,0,154,7,19,10,0,126,40,6,20,1.5,0.29,207,40,1
M P,7.65,880,0,437,20,20,12,0,308,97,16,59,2.5,0.5,528,35,1
M P,7.25,590,0,271,15,13,25,0,207,61,13,38,2.5,0.15,354,32,1
M P,7.4,564,0,271,15,10,13,0,227,69,13,22,2.1,0.25,338.4,26,1
M P,7.12,230,0,43,17,12,40,0,76,20,6,15,2.4,0.24,138,33,1
M P,7.72,900,0,320,87,32,15,0,106,16,16,155,2.4,1.2,540,26,1
M P,7.39,163,0,43,10,13,15,0,40,12,2,17,0.8,0.24,97.8,29,1
M P,6.89,325,0,43,35,27,45,0,76,26,2,38,1.2,0.23,195,25,1
M P,7.46,800,0,240,67,28,50,0,263,87,11,60,2.7,0.3,480,25,1
M P,7.4,152,0,43,10,11,10,0,40,10,4,15,0.5,0.09,91.2,23,1
M P,7.43,865,0,314,77,19,24,0,338,101,21,40,1.7,0.45,519,30,1
M P,7.55,632,0,184,37,24,75,0,242,57,25,30,3,0.16,379.2,25,1
M P,7.6,460,0,197,17,15,13,0,187,69,4,18,2.1,0.45,276,34,1
M P,7.5,1270,0,572,76,32,5,0,295,50,41,155,1,0.62,762,32,1
M P,7.29,865,0,326,63,30,24,0,345,84,33,38,1.3,0.58,519,41,1
M P,7.39,860,0,394,63,5,10,0,295,80,23,60,0.3,0.72,516,22,1
M P,7.7,1320,0,504,126,48,8,0.025,200,54,16,200,18,0.82,792,80,1
M P,7.48,975,0,498,23,10,15,0,175,42,17,140,1.2,0.62,585,45,1
M P,7.35,1140,0,473,68,29,60,0,370,80,41,90,1.3,0.45,684,29,1
M P,7.4,730,0,332,25,38,12,0,280,84,17,38,0.4,0.72,438,36,1
M P,7.19,990,0,363,50,30,75,0,355,82,36,63,1.3,0.18,594,31,1
M P,7.49,1390,0,572,126,10,12,0.015,360,96,29,150,2.3,0.69,834,32,1
M P,7.21,1415,0,437,136,30,125,0,560,154,43,65,2.5,0.32,849,53,1
M P,7.2,1040,0,350,88,38,53,0,410,128,22,47,2.1,0.33,624,40,1
M P,7.59,1105,0,437,91,16,8,0,395,96,38,70,2,0.49,663,32,1
M P,7.65,732,0,338,35,28,6,0,330,78,33,15,0.8,0.42,439.2,23,1
M P,7.28,1115,0,572,28,32,8,0,365,90,34,85,1.2,0.32,669,25,1
M P,7.23,1790,0,535,227,45,90,0.02,625,160,55,120,2.1,0.42,1074,29,1
M P,7.2,1720,0,418,184,50,225,0,620,172,46,105,2,0.42,1032,52,1
M P,7.49,1000,0,338,93,37,38,0,410,108,34,39,1.8,0.51,600,45,1
M P,7.92,915,0,406,23,29,60,0,335,92,26,43,18,0.56,549,50,1
M P,7.21,800,0,314,40,42,24,0.026,285,78,22,42,17,0.63,480,29,1
M P,7.23,2120,0,406,278,112,260,0,860,248,58,90,1.3,0.22,1272,30,1
M P,7.35,775,0,289,30,65,30,0,340,60,46,18,2.3,0.42,465,38,1
M P,7.18,1270,0,492,76,42,50,0,480,118,45,65,3.6,0.38,762,26,1
M P,7.18,1590,0,467,116,65,180,0.026,715,224,38,35,1.5,0.35,954,52,1
M P,7.05,490,0,178,33,33,12,0,160,54,6,28,14,0.32,294,31,1
M P,7.28,550,0,240,30,23,14,0,235,78,10,18,1.4,0.33,330,54,1
M P,7.42,925,0,326,83,37,42,0,290,96,12,65,22,0.4,555,62,1
M P,7.1,950,0,283,109,46,43,0.032,284,86,17,86,1.2,0.36,570,38,1
M P,7.12,2335,0,553,351,188,9,0,640,210,28,215,43,0.17,1401,32,1
Uttarakhand,7.52,353,0,137,21,33,1,0,155,28,20,10,1,0.06,211.8,4.8,1
Uttarakhand,7.72,320,0,111,14,43,5,0,145,40,11,7,1.1,0.06,192,7.8,1
Uttarakhand,7.43,180,0,73,7,11,11,0,70,16,7,9,1,0.2,108,9.9,1
Uttarakhand,7.8,294,0,93,14,43,8,0,130,28,14,7,1.8,0.07,176.4,10.6,1
Uttarakhand,7.74,544,0,262,21,20,11,0,260,43,36,6,0.9,0.07,326.4,4.7,1
Uttarakhand,7.98,529,0,254,14,27,11,0,255,72,18,4,0.9,0.18,317.4,6.7,1
Uttarakhand,7.66,724,0,232,14,133,17,0,335,51,50,12,1,0.03,434.4,9.7,1
Uttarakhand,7.6,667,0,262,28,62,18,0,312,67,35,9,0.9,0.03,400.2,9.7,1
Uttarakhand,7.52,788,0,336,7,77,38,0,345,94,27,22,1.3,0,472.8,8.5,1
Uttarakhand,7.91,588,0,256,14,47,20,0,273,48,37,9,1.4,0,352.8,9.7,1
Uttarakhand,7.81,659,0,238,21,86,18,0,310,86,23,9,1.2,0.12,395.4,10.5,1
Uttarakhand,7.26,315,0,143,21,8,3,0,94,10,17,26,6,0.01,189,5.4,1
Uttarakhand,7.52,65,0,31,4,3,0,0,22,2,4,5,0,0.09,39,13,1
Uttarakhand,7.2,188,0,57,14,18,11,0,66,20,4,12,1,0,112.8,12.2,1
Uttarakhand,7.12,360,0,122,21,23,34,0,133,24,17,16,10.1,0.09,216,7.9,1
Uttarakhand,7.43,190,0,73,7,22,2,0,73,19,6,10,1,0,114,10.1,1
Uttarakhand,6.91,143,0,63,7,9,2,0,50,10,6,10,0.8,0.07,85.8,12.4,1
Uttarakhand,7.06,107,0,44,7,3,5,0,29,10,1,11,0.7,0.08,64.2,17.3,1
Uttarakhand,7.23,106,0,46,7,5,1,0,28,10,1,11,0.7,0,63.6,8.1,1
Uttarakhand,7.74,380,0,216,7,3,0,0,150,48,7,18,1,0.04,228,10.4,1
Uttarakhand,8.22,495,0,268,14,6,0,0,63,20,3,85,0.6,0.56,297,9.2,1
Uttarakhand,8.01,598,0,337,14,2,0,0,200,38,25,44,2.1,0.31,358.8,9.3,1
Uttarakhand,7.61,1659,0,397,220,140,60,0,345,77,37,220,7,0.09,995.4,10.1,1
Uttarakhand,7.73,554,0,294,14,3,16,0,226,58,20,23,1.6,0.04,332.4,10.3,1
Uttarakhand,7.76,559,0,315,14,2,0,0,215,58,17,29,1.7,0.02,335.4,10.7,1
Uttarakhand,7.58,665,0,244,28,43,63,0,284,96,11,23,1.4,0,399,11,1
Uttarakhand,8.16,505,0,276,14,5,1,0,82,20,8,77,2,0.14,303,8.4,1
Uttarakhand,7.91,567,0,275,14,31,12,0,262,76,17,8,3.9,0.02,340.2,13.3,1
Uttarakhand,8.25,307,0,124,7,40,0,0,140,38,11,4,3,0.17,184.2,10.6,1
Uttarakhand,8.16,238,0,104,7,24,0,0,105,33,5,4,3.7,0.24,142.8,7.4,1
Uttarakhand,7.82,704,0,329,21,26,31,0,284,100,8,30,4.3,0.19,422.4,13.2,1
Uttarakhand,7.87,513,0,287,14,3,0,0,183,60,8,32,4.6,0.03,307.8,11.2,1
Uttarakhand,7.81,730,0,327,43,24,15,0,213,72,8,57,22,0.14,438,6.5,1
Uttarakhand,7.98,363,0,172,14,19,1,0,109,38,3,32,2.3,0.09,217.8,5.5,1
Uttarakhand,7.78,363,0,171,14,18,3,0,125,48,1,25,2.6,0.14,217.8,5.5,1
Uttarakhand,7.55,239,0,110,14,5,5,0,88,24,7,14,1.4,0.09,143.4,9,1
Uttarakhand,7.38,98,0,47,7,0,0,0,47,19,0,1,0.1,0.19,58.8,4,1
Uttarakhand,7.2,85,0,46,4,0,0,0,37,14,0,2,1,0.06,51,4,1
Uttarakhand,7.65,548,0,129,85,30,21,0,161,62,1,47,7.8,0.22,328.8,11,1
Uttarakhand,7.74,534,0,220,28,29,21,0,155,52,6,48,7.5,0.26,320.4,10,1
Uttarakhand,7.74,350,0,113,35,12,25,0,125,41,6,21,1.7,0.09,210,13,1
Uttarakhand,7.69,780,0,285,43,33,76,0,235,76,11,63,16,0.44,468,11,1
Uttarakhand,7.76,439,0,238,11,8,0,0,204,72,6,6,1.4,0.36,263.4,8,1
Uttarakhand,7.79,358,0,187,14,6,0,0,150,48,7,12,1.2,0.18,214.8,11,1
Uttarakhand,7.94,391,0,207,14,6,0,0,170,53,9,12,1.2,0.17,234.6,9,1
Uttarakhand,7.9,439,0,220,14,18,0,0,155,43,11,30,0.8,0.41,263.4,10,1
Uttarakhand,7.95,423,0,183,21,33,0,0,179,43,17,14,1.8,0.36,253.8,10,1
Uttarakhand,8,477,0,224,14,33,0,0,207,62,12,13,1.9,0.32,286.2,10,1
Uttarakhand,7.84,448,0,221,21,12,0,0,195,67,6,13,1,0.23,268.8,13,1
Uttarakhand,8.13,535,0,246,21,33,0,0,237,72,14,14,1.8,0.28,321,11,1
Uttarakhand,8,408,0,193,14,24,1,0,179,48,14,11,1.4,0.29,244.8,12,1
Uttarakhand,7.96,513,0,253,7,37,0,0,220,32,34,16,1.8,0.21,307.8,11,1
Uttarakhand,7.77,553,0,256,14,44,1,0,256,38,38,9,1.6,0.15,331.8,10,1
Uttarakhand,7.93,886,0,407,21,36,50,0,373,48,61,29,6.1,0.47,531.6,11,1
Uttarakhand,8,644,0,322,14,32,5,0,296,35,50,11,1.5,0.25,386.4,11,1
Uttarakhand,7.76,772,0,378,21,44,0,0,336,43,55,22,2.8,0.21,463.2,8,1
Uttarakhand,7.95,471,0,251,14,8,0,0,155,43,12,36,1.7,0.41,282.6,10,1
Uttarakhand,8.08,458,0,183,25,42,2,0,209,52,19,9,1.1,0.2,274.8,11,1
Uttarakhand,7.91,836,0,415,43,15,0,0,300,27,56,54,2,0.55,501.6,7,1
Uttarakhand,8,480,0,262,7,12,3,0,230,41,30,5,1.7,0.12,288,10,1
Uttarakhand,8.36,584,29,268,14,1,0,0,53,17,2,110,0.9,1.4,350.4,7,1
Uttarakhand,7.93,500,0,278,14,1,0,0,174,43,16,35,0.8,0.44,300,9,1
Uttarakhand,8.06,363,0,203,7,5,0,0,128,33,11,24,1.6,0.2,217.8,11,1
Uttarakhand,7.79,481,0,277,7,4,0,0,225,52,23,6,2.1,0.05,288.6,10,1
Chhattisgarh,6.8,1496,0,439,191,79,22,0,500,152,29,89,14,0.71,897.6,9,1
Chhattisgarh,7.06,623,0,268,43,20,17,0,280,88,14,15,1.7,0.54,373.8,7,1
Chhattisgarh,7.03,2280,0,488,369,35,106,0,860,248,58,102,12,0.26,1368,10,1
Chhattisgarh,7.35,1046,0,352,120,63,55,0,410,76,48,68,2.7,0.19,627.6,6,1
Chhattisgarh,7.3,1037,0,354,106,44,48,0,370,80,41,68,2.8,0.24,622.2,5.5,1
Chhattisgarh,7.05,847,0,317,71,57,43,0,420,128,24,16,1.1,0.15,508.2,10,1
Chhattisgarh,7.29,1195,0,439,135,52,19,0,430,128,26,87,2.8,0.43,717,7,1
Chhattisgarh,7.08,800,0,329,64,17,2.8,0,390,100,34,18,2.3,0.3,480,8,1
Chhattisgarh,7.07,798,0,305,71,84,2.5,0,400,136,14,17,2.3,0.66,478.8,9,1
Chhattisgarh,7.04,1166,0,451,149,43,9,0,510,136,41,54,2.4,0.46,699.6,11,1
Chhattisgarh,7.04,1636,0,427,276,64,13,0,700,216,38,55,0.9,0.5,981.6,9,1
Chhattisgarh,7.21,923,0,220,135,49,43,0,260,76,17,83,12,0.33,553.8,9.5,1
Chhattisgarh,7.03,1124,0,476,113,42,16,0,405,64,59,92,1.6,0.49,674.4,6,1
Chhattisgarh,7.41,1330,0,427,170,35,30,0,160,44,12,222,7.2,0.43,798,8,1
Chhattisgarh,7.27,496,0,220,28,38,16,0,190,60,10,33,8.2,0.49,297.6,6,1
Chhattisgarh,7.01,1080,0,305,99,64,79,0,400,120,24,32,0.8,0.54,648,11,1
Chhattisgarh,6.68,149,0,37,14,11,11,0,65,16,6,6.2,4.6,0.51,89.4,8,1
Chhattisgarh,6.86,1577,0,628,85,79,13,0,570,192,22,71,2.6,0.44,946.2,8,1
Chhattisgarh,6.71,638,0,159,113,38,0,0,250,72,17,35,0.9,0.46,382.8,5,1
Chhattisgarh,7.6,541,0,207,43,47,12,0,240,76,12,22,0.9,0.48,324.6,6,1
Chhattisgarh,7.6,664,0,232,78,46,14,0,260,68,22,44,2.6,0.51,398.4,6,1
Chhattisgarh,7.4,864,0,366,50,73,6,0,370,72,46,34,3.2,0.43,518.4,5,1
Chhattisgarh,7.5,559,0,281,28,31,3,0,250,72,17,25,11,0.45,335.4,7,1
